NO_OF_FRAMES	6000
NO_OF_DATA_TYPES	3
FREQUENCY	100
TIME_STAMP	2020-09-26, 17:03:43
DATA_INCLUDED	Position
DATA_TYPES	Origin_origin_X	Origin_origin_Y	Origin_origin_Z

Origin_origin_X	Origin_origin_Y	Origin_origin_Z	
31.499	4.278	665.074
31.496	4.295	665.078
31.475	4.303	665.077
31.464	4.318	665.068
31.455	4.332	665.073
31.444	4.336	665.072
31.429	4.355	665.082
31.405	4.361	665.088
31.394	4.366	665.087
31.377	4.385	665.084
31.359	4.405	665.082
31.346	4.408	665.088
31.337	4.422	665.092
31.307	4.444	665.095
31.294	4.447	665.101
31.268	4.443	665.102
31.248	4.470	665.117
31.229	4.469	665.117
31.218	4.473	665.117
31.205	4.487	665.115
31.175	4.491	665.120
31.158	4.500	665.125
31.138	4.507	665.137
31.114	4.514	665.143
31.088	4.519	665.155
31.059	4.515	665.149
31.044	4.525	665.147
31.014	4.519	665.161
30.996	4.539	665.158
30.968	4.543	665.177
30.946	4.540	665.184
30.935	4.553	665.195
30.906	4.549	665.189
30.901	4.546	665.202
30.880	4.554	665.200
30.854	4.551	665.201
30.841	4.553	665.207
30.817	4.549	665.220
30.791	4.554	665.232
30.783	4.560	665.225
30.762	4.550	665.226
30.738	4.557	665.232
30.737	4.547	665.227
30.730	4.534	665.235
30.717	4.537	665.241
30.709	4.542	665.234
30.694	4.535	665.235
30.688	4.522	665.243
30.685	4.509	665.258
30.675	4.516	665.238
30.671	4.515	665.231
30.665	4.502	665.239
30.648	4.493	665.247
30.646	4.483	665.242
30.655	4.469	665.238
30.655	4.478	665.249
30.652	4.440	665.241
30.653	4.450	665.246
30.660	4.452	665.246
30.669	4.420	665.244
30.663	4.410	665.233
30.674	4.395	665.242
30.666	4.383	665.237
30.681	4.379	665.244
30.681	4.362	665.246
30.686	4.347	665.235
30.712	4.341	665.223
30.725	4.328	665.225
30.740	4.318	665.227
30.766	4.312	665.215
30.769	4.296	665.210
30.785	4.277	665.200
30.810	4.270	665.208
30.828	4.252	665.191
30.841	4.250	665.185
30.859	4.230	665.188
30.872	4.227	665.182
30.892	4.220	665.170
30.915	4.213	665.164
30.935	4.195	665.161
30.952	4.186	665.155
30.976	4.180	665.150
31.004	4.184	665.143
31.030	4.168	665.139
31.035	4.153	665.128
31.068	4.132	665.118
31.080	4.139	665.124
31.112	4.126	665.126
31.130	4.126	665.107
31.151	4.118	665.108
31.173	4.110	665.109
31.192	4.103	665.097
31.216	4.103	665.097
31.237	4.103	665.110
31.259	4.098	665.092
31.280	4.089	665.093
31.299	4.089	665.087
31.310	4.085	665.087
31.339	4.089	665.093
31.354	4.085	665.100
31.361	4.080	665.094
31.395	4.098	665.079
31.414	4.089	665.087
31.435	4.098	665.086
31.431	4.087	665.087
31.454	4.106	665.091
31.449	4.103	665.104
31.460	4.119	665.083
31.485	4.120	665.102
31.493	4.124	665.096
31.491	4.133	665.094
31.497	4.135	665.094
31.484	4.147	665.111
31.507	4.168	665.096
31.507	4.157	665.104
31.515	4.170	665.109
31.517	4.180	665.114
31.521	4.191	665.112
31.499	4.197	665.130
31.503	4.209	665.129
31.498	4.226	665.120
31.478	4.233	665.132
31.482	4.244	665.130
31.463	4.263	665.134
31.454	4.266	665.147
31.462	4.278	665.151
31.453	4.303	665.148
31.435	4.312	665.153
31.426	4.315	665.165
31.401	4.323	665.158
31.391	4.335	665.182
31.364	4.332	665.169
31.368	4.344	665.168
31.356	4.374	665.176
31.358	4.373	665.189
31.333	4.381	665.182
31.313	4.399	665.185
31.306	4.415	665.183
31.291	4.416	665.196
31.269	4.413	665.203
31.255	4.417	665.196
31.239	4.435	665.206
31.228	4.439	665.205
31.209	4.458	665.209
31.189	4.476	665.213
31.173	4.469	665.201
31.153	4.481	665.199
31.147	4.475	665.213
31.136	4.490	665.204
31.117	4.499	665.196
31.104	4.502	665.202
31.081	4.511	665.188
31.065	4.512	665.201
31.042	4.521	665.187
31.017	4.529	665.179
31.004	4.531	665.185
30.977	4.529	665.172
30.970	4.544	665.170
30.963	4.549	665.176
30.932	4.554	665.169
30.912	4.562	665.180
30.890	4.553	665.168
30.883	4.569	665.166
30.872	4.573	665.166
30.847	4.569	665.166
30.832	4.573	665.159
30.826	4.562	665.148
30.803	4.558	665.161
30.788	4.561	665.154
30.773	4.565	665.147
30.760	4.568	665.153
30.735	4.547	665.156
30.736	4.538	665.144
30.732	4.537	665.138
30.725	4.542	665.144
30.717	4.530	665.139
30.709	4.518	665.134
30.703	4.505	665.142
30.703	4.496	665.131
30.697	4.494	665.131
30.698	4.485	665.119
30.706	4.469	665.135
30.715	4.466	665.122
30.707	4.451	665.137
30.698	4.428	665.140
30.704	4.424	665.121
30.716	4.420	665.135
30.721	4.394	665.132
30.721	4.394	665.132
30.742	4.386	665.133
30.747	4.360	665.130
30.756	4.346	665.126
30.756	4.346	665.126
30.780	4.319	665.142
30.782	4.310	665.144
30.802	4.302	665.132
30.821	4.284	665.128
30.837	4.263	665.138
30.851	4.260	665.145
30.869	4.240	665.147
30.892	4.222	665.150
30.903	4.229	665.143
30.928	4.222	665.150
30.935	4.206	665.152
30.946	4.182	665.150
30.969	4.184	665.156
30.993	4.178	665.150
31.000	4.162	665.153
31.021	4.154	665.154
31.047	4.146	665.161
31.066	4.128	665.158
31.091	4.149	665.155
31.110	4.139	665.163
31.119	4.125	665.158
31.132	4.120	665.172
31.151	4.102	665.168
31.167	4.101	665.156
31.173	4.094	665.169
31.198	4.115	665.166
31.225	4.098	665.176
31.230	4.092	665.176
31.258	4.097	665.169
31.270	4.103	665.175
31.283	4.089	665.177
31.302	4.097	665.182
31.323	4.107	665.181
31.316	4.105	665.181
31.335	4.113	665.187
31.344	4.098	665.182
31.355	4.094	665.183
31.372	4.103	665.175
31.382	4.108	665.187
31.388	4.121	665.179
31.390	4.109	665.200
31.412	4.129	665.204
31.428	4.138	665.184
31.413	4.131	665.185
31.424	4.138	665.177
31.443	4.146	665.182
31.440	4.162	665.187
31.438	4.161	665.193
31.444	4.174	665.185
31.451	4.169	665.179
31.448	4.185	665.184
31.454	4.198	665.175
31.454	4.198	665.175
31.448	4.214	665.173
31.450	4.226	665.159
31.443	4.239	665.176
31.434	4.245	665.169
31.441	4.258	665.161
31.432	4.263	665.154
31.430	4.273	665.152
31.434	4.284	665.150
31.413	4.292	665.149
31.401	4.305	665.160
31.407	4.336	665.150
31.403	4.335	665.143
31.385	4.327	665.138
31.384	4.364	665.139
31.358	4.361	665.139
31.362	4.372	665.138
31.352	4.387	665.129
31.334	4.407	665.126
31.317	4.416	665.132
31.319	4.417	665.125
31.302	4.419	665.125
